Comment,Sentiment
Nah. I refuse to believe a reboot of a reboot of a reboot of a reboot of a reboot is gonna be any good.,0
Is this a movie?,1
Read the book and Im glad theres also a movie !,2
Ok so  theyre experimenting on people. And one went wrong. Or she has already went through it and is now seeing her shadow side come to the surface. :woman_shrugging_medium_skin_tone:,1
We need to watch it in 0.5 x :confused_face:,1
this is dumb,0
"It just looks like its filled with passion, dedication, and that they werent acting. These people were those characters, and I cant wait to see what happens.",2
Twister my childhood memory :face_with_open_mouth:,1
We could have had another 2D lion king masterpiece. Its almost like these companies are allergic to money. Disney do better plz.we know you can.,0
A remake was a bad choice. They would have been better off making a true sequel. Like fast-forward 5-10 years in the Twister universe to where they have more advanced chasing tools and take some inspiration from like Reed Timmer and that armored car they built,0
"Idk why everyone is hating, it looks Incredible. And you guys hate on this but not games like tomb raider 1-2-3 remastered? Cool.",2
Why Tom Hardy looks so believable in this to me?,1
This guy makes smart movies for stupid people,2
Cant wait for this one.,2
What a lot of people dont get is that The Batman and The Penguin really are the closest thing weve come to a real life vigilante detective and a villain portrayed the way they are.,2
"Omg whaaaaatt, Ive been listening to Saleka for years now. I love how her dad is so supportive of her work, cant wait to see this now!! :red_heart::red_heart::red_heart:",2
She looks the character she played in Raising Isaiah! So happy to see Halle Berry back on screen!!! :popcorn: :movie_camera:,2
Cant wait!!,2
"This movie is going to break my goddamn heart, isnt it?",2
We asked for a war of cybertron movie and instead they give us this with Optimus doing a solid Chris Hemsworth impression,0
"Fear The Walking Deads Strand is starting to show up in everything. Ive seen him in Euphoria, the Candyman requel & at this point no matter what movie or show hes in … Ill always see him as Strand. But props to Colman Domingo for getting so much work all of a sudden.",2
Sanskrit the lyrical language... Wonder to find it in just few seconds... Waiting for the Magical journey,2
"I hear that song, I cant not hear Windows 95 Sucks.  :rolling_on_the_floor_laughing:",1
This could have been great but all I can hear is Thor pretending to be Optimus prime and it just sounds wrong,0
Just like the remake. It looks fantastic visually. But is gonna have about as much substance as a carboard cake.,0
Lol took them long enough to release this:face_with_tears_of_joy:cnt wait tho!,2
Theyre making a mockery of Transformers.,0
I hope David comes back.,1
I hope this story wont get NETFLIXED...,0
You know if a movie has a famous actress with no makeup on its about to go down,2
"No,thank you!trailer is enough:woman_shrugging:",2
"I hope we see sentinel or zeta prime, dion, and or ultra magnus. also I anybody has any issues with continuity its an obscure fact that when cybertron or unicron gets destroyed it usually create massive ripples in space time leading to plot holes, retcons, and even alternate timelines being formed",1
this is literally Power Rangers but as Transformers :face_with_tears_of_joy:,1
Officially run out of ideas have we Hollywood?,0
Ok thats a lot of facehuggers,1
No thanks.,0
Dare I say Austin Butler is our generations James Dean.  Did I spy Norman Reedus here too!? Hell yeah. Ride on.,2
"Oh yes, this is fuckin it.",2
This movie definitely didnt need a remake. Looks like a bad imitation of what the original wanted to accomplish.,0
 He tripped and fell in the back of McDonalds! :rolling_on_the_floor_laughing:,1
This looks cool,2
I love Gaby Hoffmann!,2
Every time Halle has kids in a movie something bad happens :face_with_tears_of_joy:,1
Batman is showing up at least once or twice,1
A very versatile actor.,2
Its a story of many stories,1
Wolverine and Deadpool its Back in Marvel Studios :party_popper::red_heart:,2
This reminds me of Bionicle,1
Crash Course Literature Crew assemble!,1
Nope :disappointed_face:,0
TF Fans: Please just give us a movie with no humans set on Cybertron!*Monkeys Paw finger curls*,0
Love from India to our new guests Deadpool and Wolverine :red_heart::India:,2
1:1 plagiarism but i dont remember the original movie,0
"Maybe Id be interested, if it was in the original animation",0
I read this book back in junior high or high school. I havent thought about it over 3 decades.,1
"Looks fantastic, cant wait to watch!",2
Year Zero,1
JOSH HARTNETT IS BACK IN A LEADING ROLE!!!!!!,2
this look like a high budget movie wtf,2
This is animated :crying_face:,0
Things that only happen to liberal families.,1
Epic. Thats what you get when you have directors who have read the material themselves.,2
I cried for an hour when I finished the book. I cant believe this is happening. I wanna cry again.,0
I will be truly shocked if they can convey this story on the big screen! its such a winding piece of literature,0
"Didnt expect that to be soo childish, if the targeted audience 0 to 12 years old kids thats okey but this movie huge miss for me.",0
How dare you touch this masterpiece? f you netflix,0
This has got to be a remake of Sidehackers...,1
My favorite line is the YEAH deadpool screams out of pure satisfaction.  LFG,2
I think that the mom is bugging or have mental issues. She may think that she is protecting her children but is causing them great harm. Thats what I think the movie is gone gonna show,1
I AM SO EXCITED,2
What complete disrespect for bill Paxton pure cash grab looks terrible,0
Never Let Go of The Bird Box in The Quiet Place,1
Got scared by that big mouth Nurse :woman_with_headscarf::scissors:,2
Benedryl Cucumbersnatch,1
Lets f**** go!,2
now THIS is how you make a trailer dude,2
lmao:rolling_on_the_floor_laughing:Hunter Schafernope bye,0
This is the most wholesome transformers movie Ive seen,2
Ive always thought A24 films are hit or miss but this one feels like its going to leave me wrecked by the end.,2
If youve read the book youd know not to trust the daughter.,1
Wow!!! This looks really good.,2
I really hope ridley scott has as little to do with this movie as possible. It is clear from Prometheus and Covenant that he has no idea what made Alien 1 and 2 so amazing.,1
I literally couldnt remember Josh Hartnetts name. Damn me and him are getting old. Loved him in The Faculty.,2
it seems to be based on alien isolation .,1
And Fassbender is not in this correct. Theyre doing away with the prequel crap.,0
"Netflix bumbles again..usual it seems. This could have almost been a family movie which not only Entertained folks but just maybe couldve  taught us something and had a moral lesson to it. Instead we standard ratings / warnings at the kick off which state substance abuse, smoking and language. Smoking? I mean god forbid your kids might see a cigar...but dudes kissing, a male teen prostitute doing a favor in an alley before being beaten to death? Plenty of simply unnecessary sexual descriptions and images which just ruin the movie. Netflix crapped in the punch bowl yet again.",0
Why every trailer from the last couple of years has to include a classic rock song?,0
Havent we watched this already?,0
"The trailer did a great job. Wasnt over informative, looks quality & the last sense was behind creepy. Im in",2
Why remake a great film that only came out in 2022? The scenes from this trailer are direct mimics of scenes from the original movie. Incredibly lazy film making in my opinion. The original had a great cast and set the tone for potentially great extensions of the story. James is an excellent actor and wouldve been better placed in a well written sequel.,0
This trailer f*?!ing rocks!!!!,2
I cant wait to see this movie this is movie I think Im gonna watch it for the rest of my life,2
Excited for this creature feature!,2
So very ready for a story like this :red_heart: *grabs Kleenex,2
show is good i liked it its about watch to find out,2
